iter	Passed	Remaining
599	876	584
600	877	582
601	878	581
602	880	579
603	881	578
604	883	576
605	884	575
606	885	573
607	887	572
608	889	570
609	890	569
610	891	567
611	893	566
612	894	564
613	896	563
614	897	562
615	899	560
616	900	558
617	901	557
618	903	555
619	904	554
620	906	553
621	907	551
622	908	549
623	910	548
624	911	546
625	912	545
626	914	543
627	915	542
628	917	541
629	919	539
630	920	538
631	921	536
632	923	535
633	924	533
634	926	532
635	927	530
636	928	529
637	929	527
638	931	526
639	933	524
640	934	523
641	935	521
642	937	520
643	938	518
644	940	517
645	941	516
646	943	514
647	944	513
648	946	511
649	948	510
650	949	508
651	950	507
652	952	506
653	953	504
654	954	502
655	956	501
656	957	499
657	958	498
658	960	496
659	961	495
660	962	493
661	964	492
662	965	490
663	966	489
664	968	487
665	969	486
666	971	485
667	972	483
668	974	481
669	975	480
670	977	479
671	978	477
672	979	476
673	981	474
674	982	472
675	983	471
676	985	470
677	986	468
678	987	467
679	989	465
680	990	464
681	991	462
682	993	461
683	994	459
684	996	458
685	997	456
686	999	455
687	1000	453
688	1001	452
689	1003	450
690	1005	449
691	1006	448
692	1008	446
693	1009	445
694	1010	443
695	1012	442
696	1013	440
697	1015	439
698	1016	437
699	1017	436
700	1019	434
701	1020	433
702	1022	431
703	1023	430
704	1025	429
705	1026	427
706	1028	426
707	1029	424
708	1030	423
709	1032	421
710	1033	420
711	1035	418
712	1036	417
713	1038	415
714	1039	414
715	1040	412
716	1042	411
717	1043	409
718	1044	408
719	1046	406
720	1047	405
721	1049	403
722	1050	402
723	1051	400
724	1053	399
725	1054	398
726	1056	396
727	1057	395
728	1059	393
729	1060	392
730	1061	390
731	1063	389
732	1065	387
733	1066	386
734	1068	385
735	1069	383
736	1071	382
737	1072	380
738	1073	379
739	1075	377
740	1076	376
741	1077	374
742	1079	373
743	1080	371
744	1082	370
745	1083	368
746	1084	367
747	1086	365
748	1087	364
749	1089	363
750	1090	361
751	1091	360
752	1093	358
753	1095	357
754	1096	355
755	1098	354
756	1099	353
757	1101	351
758	1102	350
759	1103	348
760	1105	347
761	1106	345
762	1108	344
763	1110	342
764	1111	341
765	1112	339
766	1114	338
767	1115	336
768	1116	335
769	1118	333
770	1119	332
771	1120	331
772	1122	329
773	1124	328
774	1125	326
775	1127	325
776	1128	323
777	1130	322
778	1131	320
779	1132	319
780	1133	317
781	1135	316
782	1136	314
783	1138	313
784	1139	312
785	1141	310
786	1142	309
787	1143	307
788	1145	306
789	1146	304
790	1148	303
791	1149	301
792	1150	300
793	1152	298
794	1154	297
795	1155	296
796	1157	294
797	1158	293
798	1160	291
799	1161	290
800	1163	288
801	1164	287
802	1182	290
803	1184	288
804	1185	287
805	1187	285
806	1188	284
807	1190	282
808	1191	281
809	1193	279
810	1194	278
811	1196	276
812	1197	275
813	1199	273
814	1200	272
815	1201	271
816	1203	269
817	1204	268
818	1206	266
819	1208	265
820	1209	263
821	1210	262
822	1212	260
823	1213	259
824	1215	257
825	1216	256
826	1218	254
827	1220	253
828	1222	252
829	1223	250
830	1225	249
831	1226	247
832	1228	246
833	1229	244
834	1231	243
835	1233	241
836	1234	240
837	1235	238
838	1237	237
839	1238	235
840	1239	234
841	1241	232
842	1242	231
843	1244	229
844	1245	228
845	1246	226
846	1248	225
847	1249	223
848	1250	222
849	1252	220
850	1253	219
851	1254	217
852	1256	216
853	1258	215
854	1259	213
855	1260	212
856	1262	210
857	1263	209
858	1264	207
859	1266	206
860	1267	204
861	1268	203
862	1270	201
863	1271	200
864	1273	198
865	1275	197
866	1276	195
867	1277	194
868	1279	192
869	1280	191
870	1282	189
871	1283	188
872	1284	186
873	1286	185
874	1288	184
875	1289	182
876	1291	181
877	1292	179
878	1294	178
879	1295	176
880	1297	175
881	1298	173
882	1300	172
883	1301	170
884	1303	169
885	1305	167
886	1306	166
887	1307	164
888	1309	163
889	1311	162
890	1312	160
891	1314	159
892	1316	157
893	1318	156
894	1319	154
895	1321	153
896	1322	151
897	1324	150
898	1325	148
899	1326	147
900	1328	145
901	1329	144
902	1331	143
903	1332	141
904	1334	140
905	1335	138
906	1337	137
907	1339	135
908	1340	134
909	1341	132
910	1343	131
911	1344	129
912	1346	128
913	1347	126
914	1349	125
915	1350	123
916	1352	122
917	1353	120
918	1355	119
919	1356	117
920	1358	116
921	1359	115
922	1361	113
923	1362	112
924	1364	110
925	1365	109
926	1367	107
927	1368	106
928	1370	104
929	1371	103
930	1372	101
931	1375	100
932	1376	98
933	1378	97
934	1379	95
935	1381	94
936	1382	92
937	1384	91
938	1385	90
939	1387	88
940	1388	87
941	1390	85
942	1391	84
943	1393	82
944	1394	81
945	1396	79
946	1397	78
947	1399	76
948	1400	75
949	1402	73
950	1403	72
951	1405	70
952	1406	69
953	1408	67
954	1409	66
955	1411	64
956	1412	63
957	1413	61
958	1415	60
959	1416	59
960	1418	57
961	1419	56
962	1421	54
963	1422	53
964	1423	51
965	1425	50
966	1426	48
967	1428	47
968	1430	45
969	1431	44
970	1433	42
971	1434	41
972	1436	39
973	1437	38
974	1439	36
975	1440	35
976	1442	33
977	1443	32
978	1445	30
979	1446	29
980	1447	28
981	1449	26
982	1450	25
983	1452	23
984	1454	22
985	1455	20
986	1457	19
987	1458	17
988	1460	16
989	1461	14
990	1463	13
991	1464	11
992	1466	10
993	1468	8
994	1469	7
995	1470	5
996	1472	4
997	1473	2
998	1474	1
999	1475	0
